"Time","max","p95","p90","min","mean"
2024-08-09 03:16:03,18.1 ms,10.2 ms,9.39 ms,1.37 ms,5.78 ms
2024-08-09 03:16:04,21.1 ms,12.4 ms,11.0 ms,1.04 ms,6.89 ms
2024-08-09 03:16:05,53.9 ms,25.8 ms,20.3 ms,1.53 ms,10.9 ms
2024-08-09 03:16:06,60.5 ms,44.5 ms,31.0 ms,0.515 ms,16.5 ms
2024-08-09 03:16:07,66.5 ms,25.4 ms,20.4 ms,1.53 ms,11.4 ms
2024-08-09 03:16:08,114 ms,107 ms,98.6 ms,2.49 ms,39.5 ms
2024-08-09 03:16:09,73.7 ms,65.8 ms,50.2 ms,2.16 ms,19.9 ms
2024-08-09 03:16:10,94.3 ms,73.5 ms,67.7 ms,3.40 ms,30.3 ms
2024-08-09 03:16:11,47.5 ms,42.1 ms,35.5 ms,1.89 ms,18.0 ms
2024-08-09 03:16:12,118 ms,97.2 ms,76.4 ms,2.00 ms,35.4 ms
2024-08-09 03:16:13,38.5 ms,29.6 ms,20.8 ms,2.05 ms,13.9 ms
2024-08-09 03:16:14,52.7 ms,37.5 ms,34.6 ms,2.56 ms,18.4 ms
2024-08-09 03:16:15,93.4 ms,54.1 ms,52.3 ms,1.55 ms,29.0 ms
2024-08-09 03:16:16,166 ms,121 ms,107 ms,1.01 ms,41.6 ms
2024-08-09 03:16:17,66.6 ms,52.8 ms,44.5 ms,1.90 ms,19.3 ms
2024-08-09 03:16:18,88.5 ms,58.6 ms,50.8 ms,1.22 ms,23.8 ms
2024-08-09 03:16:19,52.9 ms,34.7 ms,24.6 ms,1.35 ms,11.7 ms
2024-08-09 03:16:20,99.9 ms,80.1 ms,67.4 ms,1.66 ms,34.3 ms
2024-08-09 03:16:21,162 ms,141 ms,131 ms,1.78 ms,41.4 ms
2024-08-09 03:16:22,158 ms,144 ms,140 ms,0.522 ms,68.8 ms
2024-08-09 03:16:23,109 ms,99.6 ms,89.3 ms,1.56 ms,42.9 ms
2024-08-09 03:16:24,79.9 ms,67.6 ms,65.0 ms,2.15 ms,36.3 ms
2024-08-09 03:16:25,119 ms,90.2 ms,85.8 ms,2.02 ms,38.8 ms
2024-08-09 03:16:26,57.3 ms,29.8 ms,27.4 ms,0.999 ms,11.2 ms
2024-08-09 03:16:27,86.2 ms,56.5 ms,53.6 ms,2.02 ms,24.7 ms
2024-08-09 03:16:28,178 ms,159 ms,130 ms,1.55 ms,54.7 ms
2024-08-09 03:16:29,128 ms,110 ms,102 ms,2.12 ms,55.4 ms
2024-08-09 03:16:30,114 ms,84.0 ms,79.2 ms,1.55 ms,35.6 ms
2024-08-09 03:16:31,33.1 ms,30.2 ms,25.2 ms,1.29 ms,13.5 ms
2024-08-09 03:16:32,68.7 ms,42.4 ms,36.9 ms,1.39 ms,17.4 ms
2024-08-09 03:16:33,35.5 ms,30.2 ms,27.0 ms,0.776 ms,9.98 ms
2024-08-09 03:16:34,62.8 ms,41.3 ms,33.2 ms,0.513 ms,10.7 ms
2024-08-09 03:16:35,168 ms,114 ms,76.0 ms,1.30 ms,27.9 ms
2024-08-09 03:16:36,72.6 ms,64.1 ms,53.9 ms,1.27 ms,21.4 ms
2024-08-09 03:16:37,22.8 ms,16.6 ms,11.5 ms,1.12 ms,6.63 ms
2024-08-09 03:16:38,43.8 ms,38.2 ms,27.7 ms,0.523 ms,13.0 ms
2024-08-09 03:16:39,36.0 ms,29.3 ms,26.4 ms,1.20 ms,13.9 ms
2024-08-09 03:16:40,246 ms,200 ms,168 ms,1.64 ms,62.2 ms
2024-08-09 03:16:41,66.4 ms,54.6 ms,42.2 ms,1.31 ms,20.8 ms
2024-08-09 03:16:42,102 ms,29.6 ms,26.3 ms,1.23 ms,13.8 ms
2024-08-09 03:16:43,110 ms,77.4 ms,56.9 ms,1.65 ms,25.6 ms
2024-08-09 03:16:44,26.9 ms,19.2 ms,17.7 ms,0.762 ms,8.40 ms
2024-08-09 03:16:45,40.4 ms,21.0 ms,18.8 ms,0.598 ms,10.9 ms
2024-08-09 03:16:46,36.1 ms,27.6 ms,25.0 ms,0.525 ms,12.3 ms
2024-08-09 03:16:47,66.4 ms,39.0 ms,34.0 ms,1.72 ms,17.4 ms
2024-08-09 03:16:48,90.4 ms,80.3 ms,78.2 ms,1.54 ms,33.6 ms
2024-08-09 03:16:49,102 ms,42.9 ms,35.0 ms,2.14 ms,22.5 ms
2024-08-09 03:16:50,426 ms,390 ms,379 ms,141 ms,296 ms
2024-08-09 03:16:51,324 ms,276 ms,245 ms,9.56 ms,117 ms
2024-08-09 03:16:52,206 ms,177 ms,169 ms,2.11 ms,54.1 ms
2024-08-09 03:16:53,122 ms,89.7 ms,79.1 ms,3.28 ms,40.1 ms
2024-08-09 03:16:54,191 ms,132 ms,127 ms,3.71 ms,55.9 ms
2024-08-09 03:16:55,211 ms,193 ms,187 ms,4.26 ms,86.5 ms
2024-08-09 03:16:56,287 ms,263 ms,254 ms,3.26 ms,134 ms
2024-08-09 03:16:57,26.6 ms,20.1 ms,18.3 ms,1.10 ms,8.62 ms
2024-08-09 03:16:58,22.0 ms,14.6 ms,12.8 ms,1.08 ms,6.21 ms
2024-08-09 03:16:59,28.8 ms,23.9 ms,22.3 ms,1.02 ms,12.4 ms
2024-08-09 03:17:00,81.3 ms,56.0 ms,49.2 ms,1.54 ms,22.8 ms
2024-08-09 03:17:01,55.9 ms,37.8 ms,34.1 ms,1.40 ms,15.5 ms
2024-08-09 03:17:02,163 ms,99.3 ms,69.4 ms,1.54 ms,28.9 ms
2024-08-09 03:17:03,378 ms,328 ms,287 ms,91.4 ms,227 ms
2024-08-09 03:17:04,292 ms,235 ms,134 ms,0.526 ms,61.8 ms
2024-08-09 03:17:05,170 ms,145 ms,112 ms,1.53 ms,42.8 ms
2024-08-09 03:17:06,67.7 ms,43.4 ms,38.6 ms,1.23 ms,15.2 ms
2024-08-09 03:17:07,136 ms,81.5 ms,67.0 ms,0.514 ms,23.8 ms
2024-08-09 03:17:08,261 ms,187 ms,177 ms,2.06 ms,54.1 ms
2024-08-09 03:17:09,196 ms,181 ms,156 ms,1.77 ms,77.6 ms
2024-08-09 03:17:10,160 ms,123 ms,101 ms,1.46 ms,39.2 ms
2024-08-09 03:17:11,89.6 ms,67.9 ms,55.0 ms,2.65 ms,28.3 ms
2024-08-09 03:17:12,101 ms,68.7 ms,49.8 ms,1.55 ms,29.1 ms
2024-08-09 03:17:13,101 ms,71.0 ms,68.4 ms,6.05 ms,45.9 ms
2024-08-09 03:17:14,171 ms,123 ms,105 ms,2.86 ms,41.4 ms
2024-08-09 03:17:15,291 ms,272 ms,259 ms,3.08 ms,186 ms
2024-08-09 03:17:16,65.2 ms,49.7 ms,44.9 ms,1.69 ms,26.4 ms
2024-08-09 03:17:17,68.1 ms,54.6 ms,47.8 ms,1.78 ms,23.8 ms
2024-08-09 03:17:18,210 ms,187 ms,168 ms,1.81 ms,102 ms
2024-08-09 03:17:19,228 ms,219 ms,209 ms,1.52 ms,126 ms
2024-08-09 03:17:20,303 ms,290 ms,271 ms,1.01 ms,119 ms
2024-08-09 03:17:21,196 ms,171 ms,149 ms,0.532 ms,59.5 ms
2024-08-09 03:17:22,80.6 ms,71.2 ms,65.2 ms,1.37 ms,34.7 ms
2024-08-09 03:17:23,70.6 ms,58.2 ms,41.5 ms,1.13 ms,19.5 ms
2024-08-09 03:17:24,106 ms,90.9 ms,75.1 ms,2.55 ms,23.9 ms
2024-08-09 03:17:25,63.6 ms,45.2 ms,40.0 ms,1.53 ms,18.8 ms
2024-08-09 03:17:26,258 ms,242 ms,219 ms,15.6 ms,129 ms
2024-08-09 03:17:27,284 ms,259 ms,225 ms,2.51 ms,76.6 ms
2024-08-09 03:17:28,136 ms,98.0 ms,77.8 ms,2.42 ms,33.5 ms
2024-08-09 03:17:29,132 ms,98.5 ms,80.6 ms,1.68 ms,30.6 ms
2024-08-09 03:17:30,282 ms,238 ms,213 ms,5.37 ms,134 ms
2024-08-09 03:17:31,70.2 ms,49.2 ms,41.8 ms,1.09 ms,17.2 ms
2024-08-09 03:17:32,84.7 ms,66.2 ms,54.3 ms,0.676 ms,22.4 ms
2024-08-09 03:17:33,268 ms,261 ms,245 ms,2.12 ms,119 ms
2024-08-09 03:17:34,297 ms,292 ms,287 ms,3.79 ms,169 ms
2024-08-09 03:17:35,177 ms,122 ms,101 ms,11.7 ms,71.7 ms
2024-08-09 03:17:36,219 ms,202 ms,198 ms,17.3 ms,122 ms
2024-08-09 03:17:37,146 ms,116 ms,97.6 ms,2.49 ms,32.6 ms
2024-08-09 03:17:38,148 ms,115 ms,102 ms,1.83 ms,57.4 ms
2024-08-09 03:17:39,74.1 ms,56.1 ms,47.1 ms,1.54 ms,17.6 ms
2024-08-09 03:17:40,152 ms,131 ms,120 ms,1.28 ms,54.3 ms
2024-08-09 03:17:41,305 ms,272 ms,268 ms,4.16 ms,162 ms
2024-08-09 03:17:42,182 ms,147 ms,121 ms,2.30 ms,74.2 ms
2024-08-09 03:17:43,119 ms,101 ms,97.0 ms,1.14 ms,40.1 ms
2024-08-09 03:17:44,64.6 ms,59.0 ms,54.3 ms,1.67 ms,15.8 ms
2024-08-09 03:17:45,43.5 ms,39.4 ms,37.6 ms,1.54 ms,19.3 ms
2024-08-09 03:17:46,135 ms,90.1 ms,61.3 ms,2.05 ms,32.0 ms
2024-08-09 03:17:47,317 ms,309 ms,305 ms,2.15 ms,179 ms
2024-08-09 03:17:48,36.1 ms,26.8 ms,18.3 ms,0.517 ms,8.97 ms
2024-08-09 03:17:49,48.1 ms,40.3 ms,37.4 ms,1.01 ms,14.1 ms
2024-08-09 03:17:50,83.1 ms,70.4 ms,57.0 ms,1.68 ms,27.0 ms
2024-08-09 03:17:51,68.9 ms,63.3 ms,46.7 ms,0.647 ms,21.0 ms
2024-08-09 03:17:52,109 ms,91.1 ms,67.7 ms,1.24 ms,23.4 ms
2024-08-09 03:17:53,72.1 ms,59.0 ms,55.4 ms,1.23 ms,23.2 ms
2024-08-09 03:17:54,174 ms,86.7 ms,53.0 ms,1.23 ms,25.6 ms
2024-08-09 03:17:55,177 ms,113 ms,102 ms,1.06 ms,39.0 ms
2024-08-09 03:17:56,77.0 ms,73.2 ms,69.6 ms,1.38 ms,31.7 ms
2024-08-09 03:17:57,316 ms,267 ms,255 ms,2.29 ms,117 ms
2024-08-09 03:17:58,253 ms,190 ms,181 ms,2.31 ms,96.9 ms
2024-08-09 03:17:59,216 ms,197 ms,185 ms,2.39 ms,135 ms
2024-08-09 03:18:00,78.2 ms,62.7 ms,58.0 ms,2.14 ms,29.9 ms
2024-08-09 03:18:01,309 ms,266 ms,239 ms,4.31 ms,94.3 ms
2024-08-09 03:18:02,435 ms,393 ms,378 ms,89.2 ms,252 ms
2024-08-09 03:18:03,266 ms,244 ms,216 ms,5.07 ms,104 ms
2024-08-09 03:18:04,175 ms,167 ms,161 ms,3.72 ms,78.0 ms
2024-08-09 03:18:05,438 ms,430 ms,412 ms,46.4 ms,293 ms
2024-08-09 03:18:06,294 ms,233 ms,157 ms,1.54 ms,50.9 ms
2024-08-09 03:18:07,180 ms,116 ms,75.9 ms,1.27 ms,33.8 ms
2024-08-09 03:18:08,595 ms,417 ms,410 ms,176 ms,335 ms
2024-08-09 03:18:09,309 ms,145 ms,134 ms,6.52 ms,80.1 ms
2024-08-09 03:18:10,158 ms,113 ms,93.7 ms,1.04 ms,40.9 ms
2024-08-09 03:18:11,300 ms,253 ms,219 ms,2.37 ms,101 ms
2024-08-09 03:18:12,363 ms,324 ms,280 ms,2.76 ms,193 ms
2024-08-09 03:18:13,421 ms,368 ms,348 ms,9.74 ms,149 ms
2024-08-09 03:18:14,469 ms,435 ms,393 ms,3.10 ms,202 ms
2024-08-09 03:18:15,314 ms,292 ms,285 ms,3.29 ms,189 ms
2024-08-09 03:18:16,325 ms,307 ms,301 ms,70.1 ms,214 ms
2024-08-09 03:18:17,469 ms,433 ms,410 ms,134 ms,289 ms
2024-08-09 03:18:18,160 ms,139 ms,126 ms,5.57 ms,57.4 ms
2024-08-09 03:18:19,81.2 ms,57.5 ms,53.8 ms,2.74 ms,29.9 ms
2024-08-09 03:18:20,184 ms,118 ms,107 ms,2.11 ms,64.4 ms
2024-08-09 03:18:21,165 ms,155 ms,150 ms,1.66 ms,99.0 ms
2024-08-09 03:18:22,128 ms,87.7 ms,73.1 ms,1.73 ms,31.1 ms
2024-08-09 03:18:23,168 ms,150 ms,145 ms,2.10 ms,88.5 ms
2024-08-09 03:18:24,303 ms,272 ms,262 ms,1.75 ms,78.0 ms
2024-08-09 03:18:25,287 ms,194 ms,181 ms,1.73 ms,53.3 ms
2024-08-09 03:18:26,113 ms,62.9 ms,56.4 ms,1.76 ms,32.9 ms
2024-08-09 03:18:27,211 ms,195 ms,187 ms,1.37 ms,115 ms
2024-08-09 03:18:28,306 ms,246 ms,241 ms,2.38 ms,139 ms
2024-08-09 03:18:29,289 ms,246 ms,237 ms,3.35 ms,132 ms
2024-08-09 03:18:30,510 ms,483 ms,466 ms,150 ms,327 ms
2024-08-09 03:18:31,268 ms,243 ms,206 ms,1.83 ms,61.4 ms
2024-08-09 03:18:32,123 ms,115 ms,108 ms,1.54 ms,42.5 ms
2024-08-09 03:18:33,312 ms,284 ms,274 ms,62.6 ms,180 ms
2024-08-09 03:18:34,189 ms,172 ms,149 ms,19.1 ms,89.8 ms
2024-08-09 03:18:35,309 ms,264 ms,213 ms,1.59 ms,98.7 ms
2024-08-09 03:18:36,610 ms,602 ms,592 ms,292 ms,455 ms
2024-08-09 03:18:37,432 ms,414 ms,403 ms,161 ms,279 ms
2024-08-09 03:18:38,256 ms,231 ms,225 ms,4.29 ms,121 ms
2024-08-09 03:18:39,573 ms,547 ms,531 ms,26.9 ms,317 ms
2024-08-09 03:18:40,834 ms,757 ms,753 ms,401 ms,623 ms
2024-08-09 03:18:41,768 ms,615 ms,575 ms,95.3 ms,397 ms
2024-08-09 03:18:42,253 ms,235 ms,217 ms,4.55 ms,135 ms
2024-08-09 03:18:43,208 ms,184 ms,178 ms,5.60 ms,126 ms
2024-08-09 03:18:44,704 ms,679 ms,670 ms,222 ms,529 ms
2024-08-09 03:18:45,960 ms,886 ms,866 ms,296 ms,572 ms
2024-08-09 03:18:46,373 ms,353 ms,330 ms,108 ms,251 ms
2024-08-09 03:18:47,548 ms,526 ms,514 ms,109 ms,378 ms
2024-08-09 03:18:48,174 ms,131 ms,128 ms,1.57 ms,54.8 ms
2024-08-09 03:18:49,134 ms,127 ms,124 ms,17.6 ms,95.6 ms
2024-08-09 03:18:50,547 ms,510 ms,508 ms,86.7 ms,301 ms
2024-08-09 03:18:51,482 ms,458 ms,393 ms,142 ms,279 ms
2024-08-09 03:18:52,186 ms,150 ms,143 ms,1.46 ms,87.0 ms
2024-08-09 03:18:53,155 ms,127 ms,105 ms,1.27 ms,44.2 ms
2024-08-09 03:18:54,394 ms,364 ms,319 ms,122 ms,204 ms
2024-08-09 03:18:55,415 ms,397 ms,393 ms,258 ms,344 ms
2024-08-09 03:18:56,343 ms,330 ms,286 ms,1.77 ms,78.8 ms
2024-08-09 03:18:57,133 ms,118 ms,113 ms,1.60 ms,65.3 ms
2024-08-09 03:18:58,75.9 ms,54.0 ms,35.1 ms,0.928 ms,14.5 ms
2024-08-09 03:18:59,191 ms,159 ms,139 ms,1.26 ms,66.3 ms
2024-08-09 03:19:00,307 ms,270 ms,263 ms,1.78 ms,136 ms
2024-08-09 03:19:01,89.6 ms,81.2 ms,74.9 ms,1.33 ms,34.4 ms
2024-08-09 03:19:02,330 ms,307 ms,249 ms,4.00 ms,81.8 ms
2024-08-09 03:19:03,696 ms,661 ms,639 ms,327 ms,499 ms
2024-08-09 03:19:04,753 ms,716 ms,683 ms,446 ms,598 ms
2024-08-09 03:19:05,790 ms,780 ms,771 ms,476 ms,671 ms
2024-08-09 03:19:06,932 ms,902 ms,884 ms,659 ms,765 ms
2024-08-09 03:19:07,795 ms,752 ms,715 ms,444 ms,563 ms
2024-08-09 03:19:08,761 ms,698 ms,675 ms,427 ms,536 ms
2024-08-09 03:19:09,593 ms,499 ms,445 ms,116 ms,265 ms
2024-08-09 03:19:10,223 ms,188 ms,179 ms,80.8 ms,142 ms
2024-08-09 03:19:11,225 ms,215 ms,197 ms,71.3 ms,141 ms
2024-08-09 03:19:12,210 ms,194 ms,181 ms,2.26 ms,104 ms
2024-08-09 03:19:13,198 ms,163 ms,157 ms,47.7 ms,110 ms
2024-08-09 03:19:14,210 ms,172 ms,166 ms,19.7 ms,107 ms
2024-08-09 03:19:15,344 ms,315 ms,300 ms,6.05 ms,160 ms
2024-08-09 03:19:16,584 ms,549 ms,503 ms,163 ms,383 ms
2024-08-09 03:19:17,317 ms,286 ms,247 ms,23.0 ms,143 ms
2024-08-09 03:19:18,89.8 ms,81.7 ms,67.1 ms,1.45 ms,24.6 ms
2024-08-09 03:19:19,238 ms,217 ms,198 ms,1.08 ms,57.4 ms
2024-08-09 03:19:20,644 ms,616 ms,538 ms,301 ms,414 ms
2024-08-09 03:19:21,537 ms,515 ms,501 ms,1.53 ms,233 ms
2024-08-09 03:19:22,305 ms,243 ms,234 ms,1.56 ms,85.8 ms
2024-08-09 03:19:23,249 ms,195 ms,179 ms,27.2 ms,113 ms
2024-08-09 03:19:24,104 ms,93.0 ms,87.8 ms,1.66 ms,38.4 ms
2024-08-09 03:19:25,301 ms,232 ms,164 ms,1.41 ms,51.3 ms
2024-08-09 03:19:26,444 ms,429 ms,425 ms,82.4 ms,339 ms
2024-08-09 03:19:27,88.6 ms,28.9 ms,20.2 ms,1.19 ms,10.9 ms
2024-08-09 03:19:28,71.2 ms,29.8 ms,23.7 ms,1.05 ms,10.8 ms
2024-08-09 03:19:29,285 ms,196 ms,187 ms,1.86 ms,88.0 ms
2024-08-09 03:19:30,297 ms,279 ms,272 ms,1.82 ms,141 ms
2024-08-09 03:19:31,156 ms,106 ms,38.6 ms,1.20 ms,21.6 ms
2024-08-09 03:19:32,236 ms,208 ms,199 ms,1.88 ms,106 ms
2024-08-09 03:19:33,152 ms,139 ms,137 ms,1.02 ms,79.6 ms
2024-08-09 03:19:34,285 ms,248 ms,226 ms,1.23 ms,66.7 ms
2024-08-09 03:19:35,366 ms,361 ms,354 ms,13.3 ms,160 ms
2024-08-09 03:19:36,329 ms,280 ms,220 ms,0.855 ms,53.9 ms
2024-08-09 03:19:37,532 ms,415 ms,406 ms,171 ms,262 ms
2024-08-09 03:19:38,267 ms,181 ms,143 ms,2.52 ms,76.1 ms
2024-08-09 03:19:39,36.4 ms,30.1 ms,22.4 ms,1.06 ms,12.1 ms
2024-08-09 03:19:40,359 ms,336 ms,126 ms,1.52 ms,55.1 ms
2024-08-09 03:19:41,565 ms,542 ms,539 ms,357 ms,447 ms
2024-08-09 03:19:42,424 ms,350 ms,251 ms,1.09 ms,54.6 ms
2024-08-09 03:19:43,173 ms,165 ms,140 ms,8.18 ms,97.6 ms
2024-08-09 03:19:44,402 ms,375 ms,371 ms,99.1 ms,254 ms
2024-08-09 03:19:45,392 ms,377 ms,364 ms,1.18 ms,133 ms
2024-08-09 03:19:46,514 ms,442 ms,439 ms,73.7 ms,343 ms
2024-08-09 03:19:47,452 ms,409 ms,395 ms,2.07 ms,181 ms
2024-08-09 03:19:48,172 ms,168 ms,155 ms,3.02 ms,70.0 ms
2024-08-09 03:19:49,328 ms,281 ms,264 ms,66.0 ms,189 ms
2024-08-09 03:19:50,604 ms,582 ms,577 ms,49.0 ms,396 ms
2024-08-09 03:19:51,85.1 ms,69.2 ms,65.0 ms,2.71 ms,37.3 ms
2024-08-09 03:19:52,249 ms,234 ms,228 ms,2.77 ms,131 ms
2024-08-09 03:19:53,563 ms,521 ms,504 ms,1.68 ms,260 ms
2024-08-09 03:19:54,73.7 ms,66.8 ms,39.9 ms,1.92 ms,21.0 ms
2024-08-09 03:19:55,201 ms,133 ms,73.3 ms,0.728 ms,33.3 ms
2024-08-09 03:19:56,788 ms,749 ms,734 ms,274 ms,607 ms
2024-08-09 03:19:57,697 ms,669 ms,644 ms,265 ms,458 ms
2024-08-09 03:19:58,275 ms,262 ms,248 ms,5.08 ms,171 ms
2024-08-09 03:19:59,684 ms,582 ms,397 ms,177 ms,313 ms
2024-08-09 03:20:00,766 ms,754 ms,742 ms,490 ms,615 ms
2024-08-09 03:20:01,650 ms,639 ms,624 ms,118 ms,317 ms
2024-08-09 03:20:02,572 ms,558 ms,525 ms,333 ms,451 ms
2024-08-09 03:20:03,800 ms,775 ms,753 ms,506 ms,652 ms
2024-08-09 03:20:04,691 ms,663 ms,622 ms,1.53 ms,290 ms
2024-08-09 03:20:05,233 ms,220 ms,212 ms,1.55 ms,96.4 ms
2024-08-09 03:20:06,255 ms,243 ms,213 ms,12.9 ms,126 ms
2024-08-09 03:20:07,654 ms,519 ms,360 ms,59.0 ms,207 ms
2024-08-09 03:20:08,913 ms,883 ms,875 ms,715 ms,792 ms
2024-08-09 03:20:09,994 ms,986 ms,962 ms,290 ms,689 ms
2024-08-09 03:20:10,679 ms,663 ms,655 ms,386 ms,517 ms
2024-08-09 03:20:11,721 ms,695 ms,680 ms,356 ms,500 ms
2024-08-09 03:20:12,686 ms,676 ms,670 ms,406 ms,599 ms
2024-08-09 03:20:13,771 ms,738 ms,723 ms,262 ms,550 ms
2024-08-09 03:20:14,441 ms,421 ms,406 ms,225 ms,326 ms
2024-08-09 03:20:15,466 ms,419 ms,410 ms,275 ms,366 ms
2024-08-09 03:20:16,904 ms,866 ms,847 ms,419 ms,679 ms
2024-08-09 03:20:17,664 ms,618 ms,605 ms,154 ms,426 ms
2024-08-09 03:20:18,556 ms,535 ms,515 ms,205 ms,369 ms
2024-08-09 03:20:19,537 ms,524 ms,503 ms,282 ms,382 ms
2024-08-09 03:20:20,920 ms,893 ms,794 ms,459 ms,594 ms
2024-08-09 03:20:21,1.06 s,1.05 s,1.03 s,884 ms,977 ms
2024-08-09 03:20:22,1.02 s,981 ms,963 ms,529 ms,755 ms
2024-08-09 03:20:23,710 ms,698 ms,689 ms,359 ms,527 ms
2024-08-09 03:20:24,402 ms,326 ms,301 ms,184 ms,249 ms
2024-08-09 03:20:25,372 ms,351 ms,344 ms,205 ms,294 ms
2024-08-09 03:20:26,403 ms,377 ms,356 ms,98.4 ms,253 ms
2024-08-09 03:20:27,436 ms,428 ms,420 ms,10.2 ms,233 ms
2024-08-09 03:20:28,257 ms,234 ms,216 ms,78.2 ms,146 ms
2024-08-09 03:20:29,473 ms,426 ms,405 ms,239 ms,306 ms
2024-08-09 03:20:30,558 ms,529 ms,521 ms,301 ms,395 ms
2024-08-09 03:20:31,576 ms,559 ms,527 ms,188 ms,318 ms
2024-08-09 03:20:32,286 ms,262 ms,240 ms,90.9 ms,183 ms
2024-08-09 03:20:33,512 ms,501 ms,496 ms,322 ms,447 ms
2024-08-09 03:20:34,479 ms,422 ms,401 ms,2.53 ms,202 ms
2024-08-09 03:20:35,302 ms,202 ms,170 ms,3.00 ms,79.2 ms
2024-08-09 03:20:36,876 ms,854 ms,848 ms,352 ms,688 ms
2024-08-09 03:20:37,745 ms,733 ms,726 ms,120 ms,440 ms
2024-08-09 03:20:38,367 ms,346 ms,298 ms,91.7 ms,168 ms
2024-08-09 03:20:39,518 ms,505 ms,462 ms,69.3 ms,216 ms
2024-08-09 03:20:40,689 ms,675 ms,671 ms,326 ms,525 ms
2024-08-09 03:20:41,756 ms,727 ms,676 ms,302 ms,502 ms
2024-08-09 03:20:42,383 ms,363 ms,355 ms,84.8 ms,214 ms
2024-08-09 03:20:43,464 ms,380 ms,371 ms,149 ms,273 ms
2024-08-09 03:20:44,681 ms,649 ms,638 ms,326 ms,491 ms
2024-08-09 03:20:45,384 ms,275 ms,231 ms,3.03 ms,154 ms
2024-08-09 03:20:46,295 ms,260 ms,249 ms,15.0 ms,148 ms
2024-08-09 03:20:47,605 ms,494 ms,490 ms,162 ms,427 ms
2024-08-09 03:20:48,545 ms,521 ms,509 ms,159 ms,342 ms
2024-08-09 03:20:49,457 ms,437 ms,427 ms,193 ms,346 ms
2024-08-09 03:20:50,808 ms,774 ms,768 ms,299 ms,539 ms
2024-08-09 03:20:51,998 ms,952 ms,926 ms,631 ms,763 ms
2024-08-09 03:20:52,903 ms,877 ms,853 ms,355 ms,552 ms
2024-08-09 03:20:53,424 ms,366 ms,164 ms,12.9 ms,105 ms
2024-08-09 03:20:54,608 ms,567 ms,529 ms,120 ms,342 ms
2024-08-09 03:20:55,639 ms,616 ms,605 ms,185 ms,350 ms
2024-08-09 03:20:56,270 ms,234 ms,224 ms,1.60 ms,148 ms
2024-08-09 03:20:57,345 ms,243 ms,215 ms,1.17 ms,63.0 ms
2024-08-09 03:20:58,502 ms,481 ms,477 ms,301 ms,406 ms
2024-08-09 03:20:59,424 ms,392 ms,382 ms,71.0 ms,212 ms
2024-08-09 03:21:00,407 ms,381 ms,372 ms,80.7 ms,307 ms
2024-08-09 03:21:01,260 ms,202 ms,196 ms,17.0 ms,97.4 ms
2024-08-09 03:21:02,304 ms,289 ms,282 ms,39.8 ms,213 ms
2024-08-09 03:21:03,295 ms,247 ms,230 ms,1.73 ms,127 ms
2024-08-09 03:21:04,401 ms,339 ms,264 ms,17.3 ms,189 ms
2024-08-09 03:21:05,671 ms,662 ms,659 ms,427 ms,560 ms
2024-08-09 03:21:06,670 ms,659 ms,648 ms,46.7 ms,294 ms
2024-08-09 03:21:07,718 ms,686 ms,539 ms,263 ms,484 ms
2024-08-09 03:21:08,1.07 s,1.06 s,1.05 s,579 ms,878 ms
2024-08-09 03:21:09,855 ms,812 ms,802 ms,314 ms,558 ms
2024-08-09 03:21:10,760 ms,720 ms,713 ms,416 ms,607 ms
2024-08-09 03:21:11,1.07 s,1.04 s,1.03 s,633 ms,934 ms
2024-08-09 03:21:12,1.07 s,952 ms,942 ms,679 ms,806 ms
2024-08-09 03:21:13,1.08 s,1.05 s,1.02 s,611 ms,830 ms
2024-08-09 03:21:14,1.19 s,1.17 s,1.13 s,917 ms,1.04 s
2024-08-09 03:21:15,1.19 s,1.11 s,1.09 s,927 ms,1.03 s
2024-08-09 03:21:16,1.24 s,1.21 s,1.19 s,959 ms,1.14 s
2024-08-09 03:21:17,1.45 s,1.40 s,1.36 s,1.02 s,1.20 s
2024-08-09 03:21:18,1.54 s,1.51 s,1.50 s,1.30 s,1.41 s
2024-08-09 03:21:19,1.63 s,1.58 s,1.56 s,1.41 s,1.50 s
2024-08-09 03:21:20,1.82 s,1.78 s,1.75 s,1.35 s,1.55 s
2024-08-09 03:21:21,1.84 s,1.77 s,1.76 s,1.47 s,1.66 s
2024-08-09 03:21:22,1.79 s,1.77 s,1.76 s,1.41 s,1.66 s
2024-08-09 03:21:23,1.74 s,1.71 s,1.70 s,1.33 s,1.50 s
2024-08-09 03:21:24,1.61 s,1.60 s,1.58 s,1.22 s,1.40 s
2024-08-09 03:21:25,1.60 s,1.58 s,1.58 s,1.25 s,1.45 s
2024-08-09 03:21:26,1.57 s,1.50 s,1.48 s,1.20 s,1.37 s
2024-08-09 03:21:27,1.63 s,1.59 s,1.57 s,1.06 s,1.38 s
2024-08-09 03:21:28,1.53 s,1.35 s,1.34 s,1.03 s,1.19 s
2024-08-09 03:21:29,1.39 s,1.38 s,1.35 s,1.02 s,1.25 s
2024-08-09 03:21:30,1.49 s,1.46 s,1.45 s,1.13 s,1.29 s
2024-08-09 03:21:31,1.27 s,1.25 s,1.23 s,1.00 s,1.15 s
2024-08-09 03:21:32,1.47 s,1.44 s,1.41 s,1.16 s,1.30 s
2024-08-09 03:21:33,1.78 s,1.69 s,1.68 s,1.24 s,1.39 s
